file_id,offset_hex,byte_length,jp_text,en_text,ru_text,de_text
ID00001,00001441,48,「ん～っ、今日もいい天気だなぁ」,"Hmm~, it's a nice day today.",,
ID00001,00001aee,62,「あ、@str_000君、なにしてるのぉ？　撮影？」,"Oh, @str_000-kun? Taking pics?",,
ID00001,00001e05,63,「あ、心美せ…た、体操服！？　なんで！？」,"Ah, Shinomi... PE uniform!? Why!?",,
ID00001,00001fa0,51,「ん？　これから体育の授業だから」,Hm? We have gym class next.,,
ID00001,00002290,48,「体育！？　受けるんですか！？」,Gym!? You're taking that!?,,
ID00001,00002447,45,「そ、そんなわけないでしょ！」,N-no way!,,
ID00001,00002736,60,「女子の体育の先生が、急な転勤になって、,"The female PE teacher suddenly transferred, so",,
ID00001,00002781,54,　代わりに担当することになったのよ」,I'm in charge of the class instead.,,
ID00001,00002d08,42,「ミツミキャンプが終わったら,"After Mitsumi Camp ends,",,
ID00001,00002d41,36,　新任の先生が来るから、,"a new teacher will come, so",,
ID00001,00002d74,33,　その間だけだけどね」,"just for that time, okay?""",,
ID00001,0000306e,36,「ああ、そういうこと…」,"Oh, I see...""",,
ID00001,00003223,24,「そういうこと」,That's it.,,
ID00001,000034df,60,「けど、教えるのに体操服って、なんで？」,But why do we have to wear gym clothes?,,
ID00001,00003690,36,「エヘヘ、購買部の在庫を,"Hehe, bookstore stock.",,
ID00001,000036c3,60,　支給してもらっちゃった。新米教師って、,"As a newbie teacher,",,
ID00001,0000370e,45,　お給料安いから助かっちゃう」,"My salary's low, so this helps out.",,
ID00001,00003dc5,57,「…まぁ、似合ってるからいいですけど、,"Well, it suits you, so that's fine...",,
ID00001,00003e0d,36,　それって、コスプレ…」,But isn't that like cosplay...?,,
ID00001,00003fb8,36,「コスプレじゃないわよ！,It's not cosplay!,,
ID00001,00003feb,48,　学校から支給されたんだから！」,The school gave it to me!,,
ID00001,00004184,51,（学校ぐるみで遊ばれてるんじゃ…）,(They're all just playing around with me...),,
ID00001,000041e5,39,「ぱっと見、生徒と見分けが,"At first glance, they look alike.",,
ID00001,0000421b,33,　つかないんですけど」,students and teachers.,,
ID00001,000043aa,60,「そんなことないわよ。ほら、帽子を見て！,There's no way that's true! Look at my hat!,,
ID00001,000043f5,54,　わかりやすいように被ったんだから」,I put it on so you could tell the difference easily.,,
ID00001,00004993,60,「なるほど。初等部に見せることで差を…」,Got it. Showing elementary kids...,,
ID00001,00004b72,57,「初等部じゃないわよ！　もう２２よ！」,I'm not in elementary school anymore! I'm 22!,,
ID00001,00004e6d,51,「む～っ、そういうこと言ってると、,"Muu~, if you keep saying stuff like that,",,
ID00001,00004eaf,62,　@str_000君だけ、宿題を倍にするんだからぁ」,"I'm gonna double your homework, @str_000!",,
ID00001,00005347,36,「げっ、そんなのアリ？」,"Holy crap, is that even allowed?",,
ID00001,00005556,63,「アリよ。理由なんて、どうにでもなるもん」,It's allowed. The reason can be anything you want.,,
ID00001,00005852,48,「心美先生は、大人の女性だなぁ。,Ms. Shinomiya is a grown woman.,,
ID00001,00005891,45,　初等部になんて見えないなぁ」,She doesn't look like elementary school.,,
ID00001,00005a5d,42,「そうそう、それでよろしい」,"That's right, that'll do just fine.",,
ID00001,00005c09,57,「英語に加えて、体育まで教えるなんて、,"Besides English, she even teaches P.E.,",,
ID00001,00005c51,21,　大変ですね」,isn't it?,,
ID00001,00005ddb,63,「そうなのよぉ。先生になったばかりなのに、,"Yeah, I know. She just started.",,
ID00001,00005e29,36,　授業が増えちゃって…」,her class load has increased...,,
ID00001,00006254,42,「まぁ、運動不足が解消されて,"Well, she's exercised now.",,
ID00001,0000628d,27,　いいんだけどね」,"too, but...",,
ID00001,000066ac,60,「今日はドッジボールよ。的が小さいから、,"Today's dodgeball. The target is small,",,
ID00001,000066f7,39,　当たりにくいんだからぁ」,"so it's hard to hit, okay?",,
ID00001,00006af0,15,「ははは」,Heh heh heh,,
ID00001,00006c68,33,（自分も参加するのか）,(Is she joining too?),,
ID00001,00006f9b,27,「それじゃあね～」,See ya~,,
ID00001,000072d9,51,（心美先生の年下感は反則だよなぁ）,(Sensei's youth is unfair.),,
ID00002,00002031,30,「あっ！　心美先生」,Hey! Shinomi-sensei!,,
ID00002,0000221f,44,「ん？　その声は…@str_000君？」,Hm? That voice... @str_000?,,
ID00002,00002440,33,「レコチャンスだっ！」,It's my chance!,,
ID00002,00002883,51,「はわわ、レ、レコチャンスって…」,"Wha, y-you're recording me...",,
ID00002,00002b82,36,「ダメよぉ、録っちゃ！」,"No way, don't record it!",,
ID00002,00002e3d,36,「恥ずかしいでしょお！」,That's so embarrassing!,,
ID00002,00003805,45,「なぁに？　レコチャンスって」,What's a Recchance anyway?,,
ID00002,0000399b,51,「シャッターチャンスの動画版です。,It's like Shutter Chance but for videos.,,
ID00002,000039dd,30,　俺が名付けました」,I named it.,,
ID00002,00003b8c,42,「ふうん、恥ずかしかったけど,"Hmm, I was embarrassed but",,
ID00002,00003bc5,30,　いいネーミングね」,It's a good name.,,
ID00002,00003e87,60,「体育を教えるって、水泳もなんですか？」,"You teach P.E., so you do swimming too?",,
ID00002,00004054,60,「そりゃそうよぉ。水泳こそ、女性の先生が,Of course. A female teaches it.,,
ID00002,0000409f,57,　教えなきゃ。みんな年ごろなんだから」,since all the girls are of age now.,,
ID00002,000044d0,60,「スク水も体操服と一緒に学校から支給？」,Are swimsuits also provided along with gym clothes?,,
ID00002,0000469d,42,「そうよ、ありがたくってぇ」,"Yes, we're grateful.",,
ID00002,00004830,60,（絶対、他の先生から遊ばれてる気がする。,I'm sure other teachers are hitting on her.,,
ID00002,0000487b,57,　新任だし、可愛がられてるってことか）,"She's new, so maybe she's being favored?",,
ID00002,00004a45,38,「@str_000君、ダメですよぉ、,"Oi @str_000, no way!",,
ID00002,00004a7a,36,　プールに入って来ちゃ。,You're gonna get in the pool?,,
ID00002,00004aad,42,　次の水泳は女子なんだから」,Next up's the girls' swim meet.,,
ID00002,00004ecf,60,「すみません…ちょっと忘れ物しちゃって」,Sorry... I left something behind.,,
ID00002,00005080,54,「ん…そっか。なら、仕方がないわね」,"Hmm... I see. Well, there's no help for it then.",,
ID00002,00005611,63,「水泳は楽しいんだけど、コンタクト外すから,"Swimming is fun, but I have to take out my contacts.",,
ID00002,0000565f,33,　前がよく見えなくて」,I can't see well in front of me.,,
ID00002,00005978,36,「視力、悪いんですか？」,Do you have bad eyesight?,,
ID00002,00005af8,59,「かなりね～。@str_000君の顔もボッケボケ」,Pretty bad~. @str_000's face is all blurry too.,,
ID00002,00005fa7,36,「小さいころからだから、,"I've had it since I was little, so",,
ID00002,00005fda,36,　もう慣れっこだけどね」,I'm used to it by now.,,
ID00002,00006196,42,「あ、視力が悪いんでしたね」,"Oh, you have bad eyesight.",,
ID00002,00006335,45,「そう。小さいころからだから、,"That's right. I've had it since I was little,",,
ID00002,00006371,36,　もう慣れっこだけどね」,I'm used to it by now.,,
ID00002,00006668,51,（今も小さいですよね…って言うと、,If I say you're still small...,,
ID00002,000066aa,36,　怒られるからやめよう）,(I'd get scolded. Let's not.),,
ID00002,0000695f,54,「ほらほら、もう生徒たちが来るから、,"Hey hey, the students are already coming.",,
ID00002,000069a4,33,　出てった、出てった」,"Out out, get out",,
ID00002,00006da4,33,「は、はい、それじゃ」,"Y-yeah, see you",,
ID00002,00006f56,27,「それじゃあね～」,See ya~,,
ID00003,00002c5e,45,（あ…、あそこの人だかりは…）,Oh... that crowd over there is...,,
ID00003,00003180,57,「心美先生、ここの英訳なんですけど…」,"Miss Shinmi, this English translation here...",,
ID00003,00003358,36,「うんうん、そこはねぇ」,"Yeah, yeah, it's not like that.",,
ID00003,000034e5,48,「先生、私にも教えてください！」,"Please teach me too, Miss Shinmi!",,
ID00003,000038a4,24,「私も私もー！」,Me too! Me too!,,
ID00003,00004fc5,57,（女生徒から質問攻めか。人気あるなぁ）,She's popular.,,
ID00003,00005345,51,「心美先生、私も質問したいところが,"Miss Shinmi, I also have a question...",,
ID00003,00005387,27,　あるんですけど」,I want to ask.,,
ID00003,00005aa9,18,「御前さん」,Gozen-sama.,,
ID00003,00005c5d,18,「ごぜん様」,Gozen-sama,,
ID00003,00005de4,51,「うぐ……い、いいわよ、もちろん。,Ugh... o-of course I will.,,
ID00003,00005e26,24,　どこどこぉ？」,Where? Where?,,
ID00003,000064ed,48,「先日の授業の長文で使われていた,From the long text in class a few days ago,,
ID00003,0000652c,36,　複合関係詞なのですが、,"about the complex relative clauses,",,
ID00003,0000655f,51,　復習していて気になったことが…」,Something I noticed...,,
ID00003,00006c0c,27,「う、うんうん…」,"Ugh, yeah, yeah...",,
ID00003,00007342,39,「あれ？　プロデューサー。,Huh? Producer.,,
ID00003,00007378,36,　あなたも先生に質問？」,You gonna ask the teacher too?,,
ID00003,00007c96,29,「あれ？　@str_000君。,Huh? @str_000-kun.,,
ID00003,00007cc2,36,　あなたも先生に質問？」,You gonna ask the teacher too?,,
ID00003,000081f5,56,「あ、@str_000先輩。先輩も質問ですか？」,"Ah, Senpai.",,
ID00003,00008894,63,「い、いや、俺は休み時間は休む主義だから。,"N-No, I'm all about taking breaks during break time.",,
ID00003,000088e2,24,　それじゃっ！」,See you there!,,
ID00003,00008a56,39,「フフッ、それじゃあね～」,"Hehe, see you then~",,
ID00004,00001e26,18,「っちは～」,"""Hey~""",,
ID00004,00002500,33,「あ、プロデューサー、,"Ah, Producer,",,
ID00004,00002530,36,　ちょうどいいところに。,Just in time.,,
ID00004,00002563,42,　お願いしたいことがあるの」,I have a favor to ask.,,
ID00004,00002c1f,63,「心美先生って、すっごくいいと思うのよね。,I really think Miss Shinomi is great.,,
ID00004,00002c6d,48,　ちっちゃくて、チャーミングで、,"She's so small and charming,",,
ID00004,00002cac,27,　かわいらしくて」,and cute too.,,
ID00004,00003341,45,「とても２０歳を越えてるとは、,"You'd never guess she's over 20,",,
ID00004,0000337d,30,　思えないでしょ？」,"You can't tell, right?",,
ID00004,00003504,42,「赴任してきたばかりなのに、,She just started teaching here and,,
ID00004,0000353d,39,　学園七不思議の１つって、,She's one of the school's mysteries.,,
ID00004,00003573,42,　言われるぐらいだからなぁ」,"so you get that, yeah?",,
ID00004,00003712,27,「フフッ、そうね」,"Hehe, really?",,
ID00004,000039dd,30,「教え方も上手だし、,"She's a great teacher too,",,
ID00004,00003a0a,57,　生徒からも慕われてるし、もっともっと,All the students adore her.,,
ID00004,00003a52,45,　心美先生のことが知りたいの」,more about Ms. Shinbi.,,
